CA0081QK003,11.83,24/07/2024
CA0203QK023,19.22,24/07/2024
CA0413QK041,1.48,24/07/2024
CA0319QK022,10.4,24/07/2024
CA3776QK041,35.77,24/07/2024
CA0211QK024,5.71,24/07/2024
CA0009QK022,49.97,24/07/2024
CA1886QK024,50.08,24/07/2024
CA0054QK002,2.36,24/07/2024
CA2241QK002,61.1,24/07/2024
CA2392QK042,0.59,24/07/2024
CA0276QK001,19.19,24/07/2024
CA1455QK004,222.93,24/07/2024
CA0385QK043,17.03,24/07/2024
CA2042QK021,52.65,24/07/2024
CA0396QK003,15.4,24/07/2024
CA0060QK025,14.31,24/07/2024
CA2244QK021,95.23,24/07/2024
CA0072QK024,63.85,24/07/2024
CA0202QK002,8.74,24/07/2024
CA0288QK003,41.92,24/07/2024
CA1937QK026,21.67,24/07/2024
CA0003QK005,55.05,24/07/2024
CA0274QK003,45.02,24/07/2024
CA0238QK006,143.25,24/07/2024
CA1887QK001,28.45,24/07/2024
CA2416QK001,4.28,24/07/2024
CA2393QK043,13.86,24/07/2024
CA2269QK003,12.27,24/07/2024
CA2262QK003,74.07,24/07/2024
CA0300QK006,77.24,24/07/2024
CA1947QK003,14.17,24/07/2024
CA0218QK001,39.92,24/07/2024
CA0200QK003,77.63,24/07/2024
CA0303QK042,5.83,24/07/2024
CA0398QK026,35.11,24/07/2024
CA0402QK024,10.71,24/07/2024
CA0272QK022,2.84,24/07/2024
CA2276QK043,3.85,24/07/2024
CA1450QK005,27.22,24/07/2024
CA0312QK001,22.3,24/07/2024
CA0056QK022,31.39,24/07/2024
CA0421QK042,6.33,24/07/2024
CA2276QK021,91.38,24/07/2024
CA0300QK024,9.2,24/07/2024
CA1982QK042,16.57,24/07/2024
CA2362QK026,21.97,24/07/2024
CA0060QK005,55.65,24/07/2024
CA2241QK025,100.84,24/07/2024
CA0070QK025,32.75,24/07/2024
CA0002QK003,4.63,24/07/2024
CA0426QK041,11.87,24/07/2024
CA1937QK001,29.67,24/07/2024
CA0002QK026,15.42,24/07/2024
CA2396QK026,64.53,24/07/2024
CA1982QK002,16.86,24/07/2024
211423QK103,1.05,24/07/2024
CA0411QK022,10.82,24/07/2024
CA1958QK023,64.81,24/07/2024
CA2389QK024,16.28,24/07/2024
CA2265QK001,16.5,24/07/2024
CA1454QK025,19.03,24/07/2024
CA0319QK001,23.3,24/07/2024
CA0298QK021,57.16,24/07/2024
CA1939QK024,48.92,24/07/2024
CA0239QK023,10.85,24/07/2024
CA0396QK025,5.8,24/07/2024
CA0346QK043,10.39,24/07/2024
CA1312QK006,2.12,24/07/2024
CA0289QK005,19.41,24/07/2024
CA0398QK004,44.73,24/07/2024
CA3008QK024,33.3,24/07/2024
CA1887QK023,7.56,24/07/2024
CA2230QK021,50.21,24/07/2024
CA0413QK005,15.06,24/07/2024
CA0218QK043,10.78,24/07/2024
CA0417QK003,69.81,24/07/2024
CA0305QK021,7.96,24/07/2024
CA2270QK025,49.54,24/07/2024
CA0169QK041,30.47,24/07/2024
CA2323QK022,71.25,24/07/2024
CA1452QK001,38.53,24/07/2024
CA2360QK022,30.89,24/07/2024
CA2396QK001,104.35,24/07/2024
204898QK004,1.17,24/07/2024
CA0410QK026,1.99,24/07/2024
CA1953QK041,19.03,24/07/2024
CA1454QK003,53.93,24/07/2024
CA0236QK042,14.35,24/07/2024
CA0312QK005,56.61,24/07/2024
CA0425QK003,28.2,24/07/2024
CA0291QK022,15.1,24/07/2024
CA2387QK003,25.18,24/07/2024
CA0410QK001,6.81,24/07/2024
CA1399QK005,15.31,24/07/2024
CA0252QK009,14.56,24/07/2024
CA1958QK041,2.78,24/07/2024
CA0105QK003,7.77,24/07/2024
CA0405QK006,32.19,24/07/2024
CA2388QK025,80.28,24/07/2024
CA2392QK001,41.9,24/07/2024
CA0291QK004,50.22,24/07/2024
CA0340QK003,9.04,24/07/2024
CA0081QK006,21.58,24/07/2024
CA1241QK001,131.47,24/07/2024
CA0203QK026,17.43,24/07/2024
CA0319QK025,7.65,24/07/2024
CA3777QK002,58.04,24/07/2024
CA0054QK022,5.88,24/07/2024
CA0281QK001,25.67,24/07/2024
CA1455QK021,354.86,24/07/2024
CA0386QK041,38.39,24/07/2024
CA2264QK021,28.05,24/07/2024
CA0303QK021,7.82,24/07/2024
CA0203QK021,13.99,24/07/2024
CA0412QK006,16.42,24/07/2024
CA0323QK006,8.97,24/07/2024
CA2400QK022,15.43,24/07/2024
CA1953QK004,38.5,24/07/2024
CA0052QK001,14.01,24/07/2024
CA2270QK022,72.28,24/07/2024
CA0409QK001,8.3,24/07/2024
CA1938QK022,34.58,24/07/2024
CA2204QK022,52.18,24/07/2024
CA2244QK043,7.12,24/07/2024
CA2357QK006,167.1,24/07/2024
CA1663QK022,5.79,24/07/2024
CA0406QK022,10.3,24/07/2024
CA0046QK005,61.63,24/07/2024
CA0043QK004,80.91,24/07/2024
CA0728QK003,68.34,24/07/2024
CA2401QK024,80.87,24/07/2024
CA2356QK002,4.05,24/07/2024
CA0070QK022,32.63,24/07/2024
CA2402QK002,28.92,24/07/2024
CA0058QK021,8.6,24/07/2024
CA0399QK021,16.52,24/07/2024
CA0206QK026,10.95,24/07/2024
CA2390QK043,37.04,24/07/2024
CA0034QK006,246.1,24/07/2024
CA0252QK001,4.44,24/07/2024
CA1664QK024,20.47,24/07/2024
CA1916QK005,31.2,24/07/2024
CA2462QK023,48.03,24/07/2024
CA2398QK002,71.09,24/07/2024
CA2391QK022,94.61,24/07/2024
CA0336QK043,4.78,24/07/2024
CA0346QK041,7.14,24/07/2024
CA0289QK022,4.72,24/07/2024
CA0319QK003,50.67,24/07/2024
CA0141QK002,51.44,24/07/2024
CA1456QK022,35.2,24/07/2024
CA0211QK005,31.65,24/07/2024
CA0009QK003,0,24/07/2024
CA1973QK023,68.75,24/07/2024
CA1886QK005,80.89,24/07/2024
CA2239QK023,47.01,24/07/2024
CA0125QK012,82.91,24/07/2024
CA0406QK002,12.05,24/07/2024
CA2392QK023,47.5,24/07/2024
CA0274QK025,16.16,24/07/2024
CA2263QK002,62.45,24/07/2024
CA0300QK042,42.36,24/07/2024
CA0202QK025,8.42,24/07/2024
CA0081QK026,5.74,24/07/2024
CA1878QK006,25.39,24/07/2024
CA1241QK026,34.97,24/07/2024
CA0206QK022,13.56,24/07/2024
CA2398QK043,128.17,24/07/2024
CA2269QK026,53.52,24/07/2024
CA1456QK026,8.95,24/07/2024
CA0056QK001,41.41,24/07/2024
CA0628QK021,65.23,24/07/2024
CA2400QK025,13.26,24/07/2024
CA0066QK006,40.2,24/07/2024
CA0928QK021,66.78,24/07/2024
CA0323QK042,14.09,24/07/2024
CA0376QK042,11.3,24/07/2024
CA2390QK021,18.48,24/07/2024
CA2403QK003,17.76,24/07/2024
CA0305QK043,23.18,24/07/2024
CA0052QK023,10.03,24/07/2024
CA2200QK022,22.51,24/07/2024
CA1939QK021,58.81,24/07/2024
CA2395QK001,43.49,24/07/2024
CA2211QK021,33.23,24/07/2024
CA1663QK042,55.25,24/07/2024
CA2397QK003,38.02,24/07/2024
CA0407QK041,1.35,24/07/2024
CA0335QK041,11.75,24/07/2024
CA2356QK041,3.73,24/07/2024
CA2360QK023,8.4,24/07/2024
CA0060QK003,22.31,24/07/2024
CA0209QK022,6.3,24/07/2024
CA0132QK003,62.71,24/07/2024
CA1455QK043,197.3,24/07/2024
CA0414QK001,3.74,24/07/2024
CA0350QK042,1.98,24/07/2024
CA1452QK004,95.99,24/07/2024
CA2362QK021,86.4,24/07/2024
271459QK021,58.11,24/07/2024
CA2396QK021,64.2,24/07/2024
CA1974QK003,4.04,24/07/2024
204898QK007,1.59,24/07/2024
CA0411QK003,9.37,24/07/2024
CA1958QK001,21.51,24/07/2024
CA2389QK005,217.04,24/07/2024
CA1454QK006,111.71,24/07/2024
CA0312QK022,20.69,24/07/2024
CA0425QK043,6.06,24/07/2024
CA0291QK025,14.14,24/07/2024
CA2387QK023,10.39,24/07/2024
CA0239QK004,15.34,24/07/2024
CA2042QK024,39.12,24/07/2024
CA0396QK006,15.31,24/07/2024
CA0066QK002,61.2,24/07/2024
CA0081QK001,24.42,24/07/2024
CA0202QK005,39.41,24/07/2024
CA0288QK006,63.7,24/07/2024
CA1937QK043,14.2,24/07/2024
CA3008QK005,45.37,24/07/2024
CA0003QK022,16.71,24/07/2024
CA0274QK006,97.81,24/07/2024
CA0238QK023,45.67,24/07/2024
CA1887QK004,46.23,24/07/2024
CA2416QK004,15.73,24/07/2024
CA2211QK025,23.52,24/07/2024
CA2394QK003,13.44,24/07/2024
CA0412QK026,6.37,24/07/2024
CA2262QK023,35.82,24/07/2024
CA0218QK004,126.71,24/07/2024
CA0164QK003,30.9,24/07/2024
CA0305QK002,30.1,24/07/2024
CA0346QK002,87.09,24/07/2024
CA0405QK001,3.51,24/07/2024
CA0414QK006,24.57,24/07/2024
CA0272QK025,2.59,24/07/2024
CA2323QK003,42.09,24/07/2024
CA1450QK022,12.48,24/07/2024
CA0056QK025,26.72,24/07/2024
CA2276QK024,84.33,24/07/2024
CA2364QK024,44.76,24/07/2024
CA2042QK002,46.43,24/07/2024
CA2364QK003,32.01,24/07/2024
CA0060QK012,77.53,24/07/2024
CA2244QK002,22.28,24/07/2024
CA0072QK002,9.36,24/07/2024
CA0201QK003,30.45,24/07/2024
CA0002QK023,9.39,24/07/2024
CA1937QK021,74.94,24/07/2024
CA0002QK043,9.25,24/07/2024
CA0273QK004,77.11,24/07/2024
CA0169QK002,4.55,24/07/2024
CA0238QK001,16.96,24/07/2024
CA1982QK005,17.3,24/07/2024
231602QK021,93.56,24/07/2024
CA2403QK005,21.39,24/07/2024
CA2393QK001,92.56,24/07/2024
CA0352QK043,3.58,24/07/2024
CA2390QK001,11.42,24/07/2024
CA2265QK041,3.28,24/07/2024
CA2247QK024,18.81,24/07/2024
CA0298QK024,44.44,24/07/2024
CA0410QK002,1.33,24/07/2024
CA0300QK001,14.7,24/07/2024
CA1942QK001,9.35,24/07/2024
CA0239QK026,8.12,24/07/2024
CA0398QK021,19.37,24/07/2024
CA3776QK001,23.14,24/07/2024
CA0402QK005,30.92,24/07/2024
CA1887QK026,8.33,24/07/2024
CA0272QK003,12.32,24/07/2024
CA2230QK024,41.98,24/07/2024
CA0413QK022,10.35,24/07/2024
CA0056QK003,16.74,24/07/2024
CA0417QK043,19.41,24/07/2024
CA2270QK042,5.41,24/07/2024
CA2360QK024,39.54,24/07/2024
CA0414QK025,4.76,24/07/2024
CA0306QK001,17.81,24/07/2024
CA0070QK003,53.22,24/07/2024
CA0928QK024,59.03,24/07/2024
CA0399QK002,27.98,24/07/2024
CA0335QK002,34.22,24/07/2024
CA0385QK002,58.55,24/07/2024
CA2360QK025,20.63,24/07/2024
CA2390QK024,16.09,24/07/2024
CA0034QK001,52.9,24/07/2024
CA0052QK026,10.08,24/07/2024
CA2200QK025,18.29,24/07/2024
CA2395QK004,57.07,24/07/2024
CA2211QK024,33.51,24/07/2024
CA1664QK002,15.42,24/07/2024
CA1887QK043,10.72,24/07/2024
CA2462QK004,50.06,24/07/2024
CA2397QK023,73.28,24/07/2024
CA1450QK002,8.24,24/07/2024
CA0336QK001,1.04,24/07/2024
CA0132QK006,79.04,24/07/2024
CA1456QK003,21.81,24/07/2024
CA0252QK012,28.8,24/07/2024
CA0209QK026,9.99,24/07/2024
CA0003QK024,32.44,24/07/2024
CA1973QK001,69.77,24/07/2024
CA1878QK026,8.91,24/07/2024
CA2239QK001,20.44,24/07/2024
CA0125QK003,5.31,24/07/2024
CA0405QK023,16.33,24/07/2024
CA2389QK002,41.33,24/07/2024
CA2392QK004,35.81,24/07/2024
CA0340QK043,2.3,24/07/2024
CA0081QK021,14.66,24/07/2024
CA1878QK001,43.4,24/07/2024
CA1241QK021,89.4,24/07/2024
CA0206QK003,10.59,24/07/2024
CA2398QK024,126.67,24/07/2024
CA0323QK002,8.9,24/07/2024
CA3777QK022,59.81,24/07/2024
CA0054QK025,4.86,24/07/2024
CA0281QK004,54.82,24/07/2024
CA1455QK024,286.29,24/07/2024
CA0387QK003,20.29,24/07/2024
CA0728QK025,8.8,24/07/2024
CA2264QK024,24.55,24/07/2024
CA0303QK024,5.34,24/07/2024
CA0412QK023,6.07,24/07/2024
CA2362QK002,3.28,24/07/2024
CA0323QK023,6.96,24/07/2024
CA0375QK043,6.32,24/07/2024
CA1953QK021,20.27,24/07/2024
CA0305QK024,7.81,24/07/2024
CA0052QK004,33.87,24/07/2024
CA2042QK026,28.39,24/07/2024
CA0409QK041,3.73,24/07/2024
CA1938QK025,35.77,24/07/2024
CA2394QK022,9.53,24/07/2024
CA2204QK025,49.42,24/07/2024
CA2247QK003,34.11,24/07/2024
CA2357QK043,42.66,24/07/2024
CA1663QK025,6.79,24/07/2024
CA0406QK025,9.34,24/07/2024
CA0046QK022,24.25,24/07/2024
CA0045QK001,2.84,24/07/2024
CA0728QK023,83.3,24/07/2024
CA2356QK022,51.53,24/07/2024
CA0058QK024,11.24,24/07/2024
CA0399QK024,15.37,24/07/2024
CA0209QK003,7.88,24/07/2024
CA2391QK003,58.3,24/07/2024
CA0034QK021,36.86,24/07/2024
CA0252QK004,15.59,24/07/2024
CA1664QK041,6.97,24/07/2024
CA1916QK022,8.42,24/07/2024
CA2462QK026,47,24/07/2024
CA2398QK022,62.59,24/07/2024
CA2388QK003,67.99,24/07/2024
CA2391QK025,65.32,24/07/2024
CA0289QK025,4.95,24/07/2024
CA0628QK002,33.88,24/07/2024
CA0389QK003,16.42,24/07/2024
CA0319QK006,111.6,24/07/2024
CA3776QK024,47.28,24/07/2024
CA1456QK025,31.89,24/07/2024
CA0211QK022,13.5,24/07/2024
CA0009QK006,0,24/07/2024
CA1973QK026,58.99,24/07/2024
CA1886QK022,36.65,24/07/2024
CA2239QK026,40.45,24/07/2024
CA2392QK026,42.91,24/07/2024
CA0275QK002,65.21,24/07/2024
CA1455QK002,101.94,24/07/2024
CA2264QK002,20.55,24/07/2024
CA0303QK002,18.65,24/07/2024
CA0203QK002,34.41,24/07/2024
CA1878QK023,8.24,24/07/2024
CA0412QK001,20.55,24/07/2024
CA2399QK003,18.11,24/07/2024
CA1947QK025,124.03,24/07/2024
CA2269QK043,48.23,24/07/2024
CA2244QK024,89.01,24/07/2024
CA2357QK001,42.47,24/07/2024
CA1456QK043,1.83,24/07/2024
CA0045QK006,6.03,24/07/2024
CA0034QK025,43.25,24/07/2024
CA0628QK024,56.84,24/07/2024
CA2401QK002,19.83,24/07/2024
CA2402QK041,4.58,24/07/2024
CA1399QK003,11.5,24/07/2024
CA0410QK003,7.08,24/07/2024
CA0200QK001,27.63,24/07/2024
CA0303QK026,14.78,24/07/2024
CA0398QK024,13.96,24/07/2024
CA3776QK023,78.44,24/07/2024
CA0402QK022,7.27,24/07/2024
CA0272QK006,18.69,24/07/2024
CA2230QK041,6.21,24/07/2024
CA0413QK025,4.96,24/07/2024
CA2276QK041,3.71,24/07/2024
CA2360QK026,8.43,24/07/2024
CA0056QK006,70.63,24/07/2024
CA2401QK042,22.38,24/07/2024
CA0421QK003,28.21,24/07/2024
CA2276QK002,26.5,24/07/2024
CA2362QK024,86.55,24/07/2024
CA2241QK023,42.42,24/07/2024
CA0002QK001,19.71,24/07/2024
CA0300QK023,34.26,24/07/2024
CA2396QK024,58.84,24/07/2024
CA1974QK006,3.2,24/07/2024
204898QK012,0.81,24/07/2024
CA0411QK006,28.05,24/07/2024
CA1958QK021,16.94,24/07/2024
CA2389QK022,72.08,24/07/2024
CA2264QK025,45.78,24/07/2024
CA1454QK023,27.3,24/07/2024
CA0312QK025,8.76,24/07/2024
CA0298QK002,35,24/07/2024
CA2387QK026,8.26,24/07/2024
CA1939QK022,34,24/07/2024
CA0239QK021,23.97,24/07/2024
CA0396QK023,5.38,24/07/2024
CA1312QK004,73.47,24/07/2024
CA0289QK003,54.64,24/07/2024
CA0398QK002,22.72,24/07/2024
CA3008QK022,21.91,24/07/2024
CA0274QK023,37.17,24/07/2024
CA0238QK026,38.59,24/07/2024
CA1887QK021,4.81,24/07/2024
CA2462QK001,18.15,24/07/2024
CA2230QK002,83.71,24/07/2024
CA2394QK006,31.63,24/07/2024
CA0413QK003,3.88,24/07/2024
CA2262QK026,33.22,24/07/2024
CA0218QK041,17.86,24/07/2024
CA0164QK043,6.73,24/07/2024
CA0417QK001,7.99,24/07/2024
CA2360QK001,41.25,24/07/2024
CA0305QK005,18.48,24/07/2024
CA0352QK041,11.49,24/07/2024
CA0273QK002,19.28,24/07/2024
CA2323QK006,72.63,24/07/2024
CA1450QK025,11.39,24/07/2024
CA0058QK002,24.87,24/07/2024
CA2395QK042,47.01,24/07/2024
CA1953QK025,9.91,24/07/2024
CA1454QK001,27.21,24/07/2024
CA0312QK003,16.21,24/07/2024
CA0425QK001,29.73,24/07/2024
CA2387QK001,22.86,24/07/2024
CA2042QK005,118.31,24/07/2024
CA0396QK001,13.55,24/07/2024
CA0060QK023,66.99,24/07/2024
CA2244QK005,41.27,24/07/2024
CA0072QK022,16.47,24/07/2024
CA0201QK006,70.55,24/07/2024
CA0288QK001,14.94,24/07/2024
CA1937QK024,58.8,24/07/2024
CA0236QK041,15.89,24/07/2024
CA0003QK003,48.56,24/07/2024
CA0274QK001,32.03,24/07/2024
CA0238QK004,46.03,24/07/2024
CA2403QK042,3.62,24/07/2024
CA2393QK041,281.79,24/07/2024
CA0375QK003,16.6,24/07/2024
CA2390QK004,37.45,24/07/2024
CA2269QK001,20.11,24/07/2024
CA0306QK002,54.12,24/07/2024
CA2262QK001,68.12,24/07/2024
CA0300QK004,44.7,24/07/2024
CA1947QK001,47.87,24/07/2024
CA0350QK003,41.68,24/07/2024
CA0426QK003,10.85,24/07/2024
CA0211QK025,14.97,24/07/2024
CA0009QK023,94.36,24/07/2024
CA1886QK025,31.33,24/07/2024
CA0054QK003,15.36,24/07/2024
CA2241QK003,61.33,24/07/2024
CA0276QK002,22.78,24/07/2024
CA1455QK005,115.16,24/07/2024
CA0386QK001,19.66,24/07/2024
CA2264QK005,151.07,24/07/2024
CA0303QK005,25.7,24/07/2024
CA0203QK005,82.11,24/07/2024
CA0412QK004,23.41,24/07/2024
CA2400QK003,31.75,24/07/2024
CA1953QK002,6.12,24/07/2024
CA2270QK003,8.94,24/07/2024
CA1938QK003,2.79,24/07/2024
CA2244QK041,41.79,24/07/2024
CA2357QK004,66.92,24/07/2024
CA1663QK003,49.54,24/07/2024
CA0406QK006,21.12,24/07/2024
CA2360QK041,3.22,24/07/2024
CA0046QK003,17.6,24/07/2024
CA0043QK002,86.52,24/07/2024
CA0728QK001,103.35,24/07/2024
CA2401QK022,106.61,24/07/2024
CA2323QK026,11.77,24/07/2024
CA0070QK006,49.96,24/07/2024
CA0058QK005,61.09,24/07/2024
CA1182QK001,50.88,24/07/2024
CA0399QK005,35.35,24/07/2024
CA0206QK024,8.67,24/07/2024
CA0385QK042,27.93,24/07/2024
CA2390QK041,22.75,24/07/2024
CA0034QK004,114.19,24/07/2024
CA2204QK002,15.85,24/07/2024
CA0414QK004,3.43,24/07/2024
CA2395QK041,56.46,24/07/2024
CA1664QK022,6.54,24/07/2024
CA1916QK003,47.41,24/07/2024
CA2462QK021,28.39,24/07/2024
CA2397QK026,65.41,24/07/2024
CA2391QK006,237.6,24/07/2024
CA0336QK041,0.59,24/07/2024
CA0289QK006,31.93,24/07/2024
CA0134QK003,43.39,24/07/2024
CA1456QK006,87.99,24/07/2024
CA0211QK003,0.06,24/07/2024
CA0009QK001,51.03,24/07/2024
CA1973QK021,61.93,24/07/2024
CA1886QK003,65.22,24/07/2024
CA2239QK021,16.16,24/07/2024
CA0125QK006,4.5,24/07/2024
CA0405QK026,13.01,24/07/2024
CA2392QK021,50.14,24/07/2024
CA0202QK023,30.69,24/07/2024
CA0081QK024,12.74,24/07/2024
CA1878QK004,35.64,24/07/2024
CA1241QK024,87.72,24/07/2024
CA0206QK006,33.74,24/07/2024
CA2398QK041,9.65,24/07/2024
CA3777QK025,54.27,24/07/2024
CA2269QK024,37.96,24/07/2024
CA0054QK042,18.66,24/07/2024
CA1455QK041,20.11,24/07/2024
CA2400QK023,22,24/07/2024
CA0066QK004,82.96,24/07/2024
CA0928QK002,12.72,24/07/2024
CA2360QK002,1.81,24/07/2024
CA0323QK026,7.58,24/07/2024
CA0376QK003,35.85,24/07/2024
CA2403QK001,2.3,24/07/2024
CA0305QK041,1.07,24/07/2024
CA0052QK021,20.28,24/07/2024
CA2200QK003,30.67,24/07/2024
CA1939QK002,22.92,24/07/2024
CA2394QK025,10.59,24/07/2024
CA2211QK002,20.02,24/07/2024
CA0407QK002,11.29,24/07/2024
CA0046QK025,22.29,24/07/2024
CA0045QK004,2.04,24/07/2024
CA2356QK025,50.54,24/07/2024
CA0060QK001,32.41,24/07/2024
CA0402QK001,43.97,24/07/2024
CA0209QK006,45.87,24/07/2024
CA0132QK001,40.34,24/07/2024
CA0252QK007,4.64,24/07/2024
CA0410QK004,12.24,24/07/2024
CA0105QK001,42.85,24/07/2024
CA1916QK025,9.62,24/07/2024
CA3008QK003,28.04,24/07/2024
CA0405QK004,19.84,24/07/2024
CA2388QK023,61.26,24/07/2024
CA2391QK042,292.76,24/07/2024
CA0291QK002,43.7,24/07/2024
CA0340QK001,12.62,24/07/2024
CA0081QK004,39.17,24/07/2024
CA1182QK002,94.08,24/07/2024
CA0203QK024,13.77,24/07/2024
CA0413QK042,21.12,24/07/2024
CA0319QK023,37.27,24/07/2024
CA3776QK043,27.14,24/07/2024
CA0306QK003,28.83,24/07/2024
CA2402QK001,42.32,24/07/2024
CA0414QK023,5.7,24/07/2024
CA1974QK001,29.42,24/07/2024
204898QK005,0.69,24/07/2024
CA0411QK001,7.19,24/07/2024
CA1953QK042,22.47,24/07/2024
CA1454QK004,91.99,24/07/2024
CA0312QK006,47.56,24/07/2024
CA0425QK041,8.3,24/07/2024
CA0291QK023,16.08,24/07/2024
CA2387QK021,27.05,24/07/2024
CA0239QK002,8.66,24/07/2024
CA2042QK022,31.91,24/07/2024
CA0396QK004,38.03,24/07/2024
CA0060QK026,52.56,24/07/2024
CA0072QK025,9.21,24/07/2024
CA0202QK003,22.1,24/07/2024
CA0288QK004,15.4,24/07/2024
CA1937QK041,19.65,24/07/2024
CA0003QK006,132.9,24/07/2024
CA0274QK004,51.61,24/07/2024
CA0238QK021,13.85,24/07/2024
CA1887QK002,5.99,24/07/2024
CA2416QK002,6.77,24/07/2024
CA2394QK001,41.06,24/07/2024
CA2269QK021,40.13,24/07/2024
CA2262QK021,21.6,24/07/2024
CA1947QK021,80.38,24/07/2024
CA0218QK002,12.49,24/07/2024
CA0303QK043,5.22,24/07/2024
CA0399QK001,22.44,24/07/2024
CA2360QK042,17.71,24/07/2024
CA0402QK025,6.31,24/07/2024
CA0272QK023,8.05,24/07/2024
CA2323QK001,63.97,24/07/2024
CA1450QK006,7.51,24/07/2024
CA0056QK023,21.57,24/07/2024
CA0421QK043,10.3,24/07/2024
CA2276QK022,53.34,24/07/2024
CA1982QK043,0.42,24/07/2024
CA2364QK001,95.45,24/07/2024
CA0060QK006,34.59,24/07/2024
CA2241QK026,40.85,24/07/2024
CA0352QK002,22.31,24/07/2024
CA0070QK026,9.9,24/07/2024
CA0201QK001,25.64,24/07/2024
CA0002QK021,24.79,24/07/2024
CA1937QK002,104.52,24/07/2024
CA0002QK041,17.23,24/07/2024
CA2397QK001,110.45,24/07/2024
CA1982QK003,12.6,24/07/2024
231602QK001,21.88,24/07/2024
CA0411QK023,4.61,24/07/2024
CA1958QK024,18.16,24/07/2024
CA2389QK025,59.06,24/07/2024
CA2265QK002,21.62,24/07/2024
CA1454QK026,22.52,24/07/2024
CA0319QK002,36.69,24/07/2024
CA0298QK022,49.56,24/07/2024
CA0298QK025,39.27,24/07/2024
CA1939QK025,23.67,24/07/2024
CA0239QK024,23,24/07/2024
CA0396QK026,7.55,24/07/2024
CA0398QK005,43.55,24/07/2024
CA3008QK025,20.08,24/07/2024
CA0402QK003,27.15,24/07/2024
CA1887QK024,4.25,24/07/2024
CA2230QK022,33.74,24/07/2024
CA0413QK006,12.84,24/07/2024
CA0417QK041,10.83,24/07/2024
CA0305QK022,11.06,24/07/2024
